Selected_Superior_Method,Data_Access_Date,Latest_Available_Observation,Forecast_Target_Period,Forecasted_Value_Million_TRY,MAPE,MAD,MSE
Trend-Adjusted Exponential Smoothing,2026-06-02,2024,2025,3474008.154595723,9.789079622851336,71317.84891916679,25110264021.170944
